track_location_id,track_display_name,layout_id,layout_display_name,region,country,real_or_fictional,surface,track_type,opened_year,altitude_m,gtplus_layout_count,dg_edge_variant_count,gt_engine_layout_count_in_seed,source_count_conflict,length_m,longest_straight_m,elevation_change_m,average_gradient_percent,pit_delta_seconds,corners_expected,sectors,bop_applied,oval,reversible,rain_supported,night_supported,full_24h_supported,update_version,source_url,source_confidence,validation_status,modelling_status,notes
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__east_end_reverse,East End Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west,West,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_reverse,West Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_end,West End,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_end_reverse,West End Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,weathertech_raceway_laguna_seca__full_course,Full Course,America,United States,real,tarmac,circuit,,230,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__long_track,Long Track,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__long_track_reverse,Long Track Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__short_track,Short Track,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__short_track_reverse,Short Track Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__tri_oval,Tri-Oval,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__tri_oval_reverse,Tri-Oval Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodromo_nazionale_monza,Autodromo Nazionale Monza,autodromo_nazionale_monza__full_course,Full Course,Europe,Italy,real,tarmac,circuit,1922,184,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodromo_nazionale_monza,Autodromo Nazionale Monza,autodromo_nazionale_monza__no_chicane,No Chicane,Europe,Italy,real,tarmac,circuit,1922,184,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
mount_panorama_circuit,Mount Panorama Circuit,mount_panorama_circuit__full_course,Full Course,Asia,Australia,real,tarmac,circuit,,708,1,1,1,False,6213,1916,174,2.8,24,23,4,High,False,False,False,True,True,,https://gtplus.app/gt7/tracks/mount-panorama-circuit/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
northern_isle_speedway,Northern Isle Speedway,northern_isle_speedway__speedway,Speedway,America,United States,original,tarmac,circuit,,,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__24h,24h,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__endurance,Endurance,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__endurance_ii,Endurance II,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__nordschleife,Nordschleife,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__nordschleife_tourist,Nordschleife Tourist,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__grand_prix,Grand Prix,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__sprint,Sprint,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
red_bull_ring,Red Bull Ring,red_bull_ring__full_course,Full Course,Europe,Austria,real,tarmac,circuit,1969,679,2,2,2,False,4318,939,65.5,1.52,25,10,3,Mid,False,False,True,True,False,,https://gtplus.app/gt7/tracks/red-bull-ring/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
red_bull_ring,Red Bull Ring,red_bull_ring__short_track,Short Track,Europe,Austria,real,tarmac,circuit,1969,679,2,2,2,False,2336,939,32.4,1.39,25,6,,Mid,False,False,True,True,False,,https://gtplus.app/gt7/tracks/red-bull-ring/short-track,source_public_gtplus_layout_page,seed_only,not_modelled,
michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,michelin_raceway_road_atlanta__full_course,Full Course,America,United States,real,tarmac,circuit,1970,283,1,1,1,False,4088,1275,38,0.93,10,12,3,Mid,False,False,False,True,True,1.26,https://gtplus.app/gt7/tracks/michelin-raceway-road-atlanta/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_a,Layout A,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_a_reverse,Layout A Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_b,Layout B,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_b_reverse,Layout B Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_c,Layout C,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_c_reverse,Layout C Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_a,Layout A,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_a_reverse,Layout A Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_b,Layout B,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_b_reverse,Layout B Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_c,Layout C,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_c_reverse,Layout C Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_windmills,Sardegna - Windmills,sardegna_windmills__full_course,Full Course,Europe,Italy,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_windmills,Sardegna - Windmills,sardegna_windmills__full_course_reverse,Full Course Reverse,Europe,Italy,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_spa_francorchamps,Circuit de Spa-Francorchamps,circuit_de_spa_francorchamps__full_course,Full Course,Europe,Belgium,real,tarmac,circuit,,411,2,2,2,False,7004,752,104,1.48,25,21,4,High,False,False,True,False,False,,https://gtplus.app/gt7/tracks/circuit-de-spa-francorchamps/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
circuit_de_spa_francorchamps,Circuit de Spa-Francorchamps,circuit_de_spa_francorchamps__24h_layout,24h Layout,Europe,Belgium,real,tarmac,circuit,,411,2,2,2,False,7004,752,104,1.48,35,21,,High,False,False,True,True,True,,https://gtplus.app/gt7/tracks/circuit-de-spa-francorchamps/24h-layout,source_public_gtplus_layout_page,seed_only,not_modelled,
special_stage_route_x,Special Stage Route X,special_stage_route_x__full_course,Full Course,America,United States,original,tarmac,circuit,,,1,3,1,True,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
suzuka_circuit,Suzuka Circuit,suzuka_circuit__full_course,Full Course,Asia,Japan,real,tarmac,circuit,,32,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
suzuka_circuit,Suzuka Circuit,suzuka_circuit__east_course,East Course,Asia,Japan,real,tarmac,circuit,,32,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__central_clockwise,Central Clockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__central_counterclockwise,Central Counterclockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__east_clockwise,East Clockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__east_counterclockwise,East Counterclockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__south_clockwise,South Clockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
tokyo_expressway,Tokyo Expressway,tokyo_expressway__south_counterclockwise,South Counterclockwise,Asia,Japan,original,tarmac,city,,,6,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
trial_mountain_circuit,Trial Mountain Circuit,trial_mountain_circuit__full_course,Full Course,America,United States,original,tarmac,circuit,,,1,2,2,False,5434,1340,58,1.07,26,15,4,Mid,False,True,False,True,False,,https://gtplus.app/gt7/tracks/trial-mountain-circuit/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
trial_mountain_circuit,Trial Mountain Circuit,trial_mountain_circuit__full_course_reverse,Full Course Reverse,America,United States,original,tarmac,circuit,,,1,2,2,False,5434,1340,58,1.07,26,15,4,Mid,False,True,False,True,False,,https://gtplus.app/gt7/tracks/trial-mountain-circuit/full-course,derived_same_physical_layout_needs_reverse_telemetry_validation,seed_only,not_modelled,Physical layout facts copied from forward layout; reverse telemetry map must be separately calibrated.
tsukuba_circuit,Tsukuba Circuit,tsukuba_circuit__full_course,Full Course,Asia,Japan,real,tarmac,circuit,,26,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
watkins_glen_international,Watkins Glen International,watkins_glen_international__long_course,Long Course,America,United States,real,tarmac,circuit,1956,480,2,2,2,False,5423,561,41.1,0.76,10,11,3,Mid,False,False,False,True,False,1.17,https://gtplus.app/gt7/tracks/watkins-glen-international/long-course,source_public_gtplus_layout_page,seed_only,not_modelled,
watkins_glen_international,Watkins Glen International,watkins_glen_international__short_course,Short Course,America,United States,real,tarmac,circuit,1956,480,2,2,2,False,3942,622,10.7,0.27,10,7,,Mid,False,False,False,True,False,1.17,https://gtplus.app/gt7/tracks/watkins-glen-international/short-course,source_public_gtplus_layout_page,seed_only,not_modelled,
willow_springs_international_raceway,Willow Springs International Raceway,willow_springs_international_raceway__big_willow,Big Willow,America,United States,real,tarmac,circuit,,737,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
willow_springs_international_raceway,Willow Springs International Raceway,willow_springs_international_raceway__horse_thief_mile,Horse Thief Mile,America,United States,real,tarmac,circuit,,737,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
willow_springs_international_raceway,Willow Springs International Raceway,willow_springs_international_raceway__horse_thief_mile_reverse,Horse Thief Mile Reverse,America,United States,real,tarmac,circuit,,737,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
willow_springs_international_raceway,Willow Springs International Raceway,willow_springs_international_raceway__streets_of_willow_springs,Streets of Willow Springs,America,United States,real,tarmac,circuit,,737,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
willow_springs_international_raceway,Willow Springs International Raceway,willow_springs_international_raceway__streets_of_willow_springs_reverse,Streets of Willow Springs Reverse,America,United States,real,tarmac,circuit,,737,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
yas_marina_circuit,Yas Marina Circuit,yas_marina_circuit__full_course,Full Course,Asia,United Arab Emirates,real,tarmac,circuit,,2,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
